T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
Ca0.125La0.75Sm0.125Mn0.75Ni0.25,2.05462,2.18078,2.30694,1.92738,2.04083,2.15428
Ca0.125La0.75Sm0.125Mn0.875Mg0.125,2.21107,2.29007,2.36907,2.07793,2.14949,2.22106
Ca0.125La0.75Sm0.125Mn0.875Ni0.125,2.15004,2.23454,2.31904,2.01843,2.09448,2.17053
Ca0.125La0.75Sm0.125Mn0.875Ti0.125,2.1761,2.30476,2.43343,2.02894,2.15707,2.28519
Ca0.125La0.75Y0.125Co0.125Mn0.875,2.19262,2.27131,2.35,2.06042,2.1305,2.20058
Ca0.125La0.75Y0.125Co0.25Mn0.75,2.08844,2.21237,2.33629,1.96024,2.07157,2.1829
Ca0.125La0.75Y0.125Co0.375Mn0.625,2.02482,2.20077,2.37673,1.89783,2.06135,2.22487
Ca0.125La0.75Y0.125Cu0.125Mn0.875,2.2054,2.25768,2.30997,2.06973,2.11584,2.16195
Ca0.125La0.75Y0.125Cu0.25Mn0.75,1.97955,2.12913,2.27871,1.84637,1.98585,2.12533
Ca0.125La0.75Y0.125Cu0.625Ti0.375,2.0776,2.32708,2.57655,1.95409,2.18495,2.41582
Ca0.125La0.75Y0.125Fe0.125Mn0.875,2.24062,2.26373,2.28685,2.10925,2.1224,2.13555
Ca0.125La0.75Y0.125Fe0.25Mn0.75,2.03291,2.15596,2.27902,1.91256,2.01659,2.12061
Ca0.125La0.75Y0.125Mn0.625Mg0.375,2.10348,2.23749,2.3715,1.97811,2.09806,2.218
Ca0.125La0.75Y0.125Mn0.625Ni0.375,2.00886,2.1878,2.36674,1.88457,2.04872,2.21286
Ca0.125La0.75Y0.125Mn0.75Mg0.25,2.12358,2.24481,2.36604,1.99709,2.10475,2.21241
Ca0.125La0.75Y0.125Mn0.75Ni0.25,2.05462,2.18078,2.30694,1.92738,2.04083,2.15428
Ca0.125La0.75Y0.125Mn0.875Mg0.125,2.21107,2.29007,2.36907,2.07793,2.14949,2.22106
Ca0.125La0.75Y0.125Mn0.875Ni0.125,2.15004,2.23454,2.31904,2.01843,2.09448,2.17053
Ca0.125La0.75Y0.125Mn0.875Ti0.125,2.1761,2.30476,2.43343,2.02894,2.15707,2.28519
Ca0.125La0.875Co0.125Cu0.125Mn0.75,2.20264,2.30879,2.41494,2.06078,2.16224,2.2637
Ca0.125La0.875Co0.125Cu0.25Mn0.625,2.0782,2.24062,2.40305,1.93653,2.09422,2.25191
Ca0.125La0.875Co0.125Cu0.5Ti0.375,2.25412,2.384,2.51387,2.12715,2.24086,2.35458
Ca0.125La0.875Co0.125Mn0.5Mg0.375,2.07853,2.27818,2.47784,1.93705,2.13147,2.32588
Ca0.125La0.875Co0.125Mn0.5Ni0.375,2.03475,2.24459,2.45443,1.90041,2.09986,2.2993
Ca0.125La0.875Co0.125Mn0.625Mg0.25,2.15245,2.33824,2.52403,2.01086,2.19205,2.37324
Ca0.125La0.875Co0.125Mn0.625Ni0.25,2.12123,2.28023,2.43924,1.98463,2.13571,2.28679
Ca0.125La0.875Co0.125Mn0.75Mg0.125,2.20081,2.34611,2.49141,2.05779,2.1992,2.3406
Ca0.125La0.875Co0.125Mn0.75Ni0.125,2.15394,2.28846,2.42298,2.01615,2.1433,2.27046
Ca0.125La0.875Co0.125Mn0.75Ti0.125,2.1853,2.36612,2.54694,2.02839,2.21185,2.3953
Ca0.125La0.875Co0.25Cu0.125Mn0.625,2.16758,2.29472,2.42185,2.0272,2.14924,2.27128
Ca0.125La0.875Co0.25Cu0.25Mn0.5,1.98344,2.18693,2.39042,1.84109,2.03987,2.23866
Ca0.125La0.875Co0.25Cu0.375Ti0.375,2.27361,2.39071,2.50782,2.14683,2.24815,2.34946
Ca0.125La0.875Co0.25Mn0.5Mg0.25,2.07378,2.27808,2.48239,1.93173,2.13138,2.33104
Ca0.125La0.875Co0.25Mn0.5Ni0.25,2.03316,2.22962,2.42608,1.89616,2.08444,2.27271
Ca0.125La0.875Co0.25Mn0.625Mg0.125,2.1644,2.3241,2.4838,2.02244,2.17794,2.33344
Ca0.125La0.875Co0.25Mn0.625Ni0.125,2.12461,2.28192,2.43923,1.9876,2.13739,2.28717
Ca0.125La0.875Co0.25Mn0.625Ti0.125,2.16655,2.34784,2.52913,2.01041,2.19413,2.37785
Ca0.125La0.875Co0.375Cu0.125Mn0.5,2.07204,2.24989,2.42773,1.93161,2.10365,2.27568
Ca0.125La0.875Co0.375Mg0.375Ti0.25,2.00274,2.24714,2.49154,1.8355,2.08357,2.33165
Ca0.125La0.875Co0.375Mn0.375Ti0.25,2.15214,2.42829,2.70445,2.00446,2.27859,2.55272
Ca0.125La0.875Co0.375Mn0.5Mg0.125,2.06915,2.26986,2.47056,1.92789,2.12327,2.31865
Ca0.125La0.875Co0.375Mn0.5Ni0.125,2.03552,2.22201,2.40849,1.89945,2.07708,2.25472
Ca0.125La0.875Co0.375Mn0.5Ti0.125,2.06656,2.28862,2.51068,1.91146,2.13469,2.35792
Ca0.125La0.875Co0.5Cu0.125Mn0.375,1.97716,1.99462,2.01209,1.84304,1.84848,1.85392
Ca0.125La0.875Co0.5Cu0.25Ti0.25,2.03321,2.0497,2.0662,1.88145,1.88945,1.89746
Ca0.125La0.875Co0.5Mg0.25Ti0.25,2.0716,2.11041,2.14922,1.91719,1.94962,1.98204
Ca0.125La0.875Co0.5Mn0.25Ti0.25,2.18367,2.16841,2.15314,2.0425,2.01568,1.98886
Ca0.125La0.875Co0.5Mn0.375Mg0.125,1.97716,1.99462,2.01209,1.84304,1.84848,1.85392
Ca0.125La0.875Co0.5Mn0.375Ni0.125,1.98876,2.00151,2.01427,1.85752,1.85599,1.85445
Ca0.125La0.875Co0.5Mn0.375Ti0.125,2.0017,2.01967,2.03764,1.85902,1.86865,1.87828
Ca0.125La0.875Co0.5Ni0.25Ti0.25,2.09902,2.12105,2.14308,1.94823,1.96098,1.97373
Ca0.125La0.875Co0.625Cu0.125Ti0.25,2.06597,2.15535,2.24472,1.91354,1.99585,2.07816
Ca0.125La0.875Co0.625Mg0.125Ti0.25,2.06597,2.15535,2.24472,1.91354,1.99585,2.07816
Ca0.125La0.875Co0.625Mn0.125Ti0.25,2.0881,2.1941,2.3001,1.94712,2.041,2.13488
Ca0.125La0.875Co0.625Ni0.125Ti0.25,2.07757,2.16224,2.24691,1.92802,2.00335,2.07869
Ca0.125La0.875Cu0.125Mn0.5Mg0.375,2.07115,2.24339,2.41563,1.93237,2.09805,2.26373
Ca0.125La0.875Cu0.125Mn0.5Ni0.375,2.04646,2.22949,2.41252,1.91474,2.08613,2.25752
Ca0.125La0.875Cu0.125Mn0.625Mg0.25,2.17297,2.30731,2.44165,2.03233,2.16181,2.29128
Ca0.125La0.875Cu0.125Mn0.625Ni0.25,2.13958,2.26927,2.39897,2.00413,2.12546,2.24679
Ca0.125La0.875Cu0.125Mn0.75Mg0.125,2.20629,2.31186,2.41743,2.06473,2.16571,2.26669
Ca0.125La0.875Cu0.125Mn0.75Ni0.125,2.1723,2.2775,2.38271,2.03565,2.13305,2.23046
Ca0.125La0.875Cu0.125Mn0.75Ti0.125,2.19193,2.33518,2.47842,2.03717,2.18217,2.32716
Ca0.125La0.875Cu0.25Mn0.5Mg0.25,1.98181,2.19053,2.39924,1.84145,2.0444,2.24735
Ca0.125La0.875Cu0.25Mn0.625Mg0.125,2.08196,2.24589,2.40983,1.94054,2.09984,2.25914
Ca0.125La0.875Cu0.25Mn0.625Ni0.125,2.04833,2.21639,2.38445,1.91106,2.07175,2.23243
Ca0.125La0.875Cu0.25Mn0.625Ti0.125,2.09269,2.27514,2.4576,1.93867,2.12221,2.30574
Ca0.125La0.875Cu0.375Mg0.25Ti0.375,2.27361,2.39071,2.50782,2.14683,2.24815,2.34946
Ca0.125La0.875Cu0.375Mn0.25Ti0.375,2.27361,2.39071,2.50782,2.14683,2.24815,2.34946
Ca0.125La0.875Cu0.375Ni0.25Ti0.375,2.27361,2.39071,2.50782,2.14683,2.24815,2.34946
Ca0.125La0.875Cu0.5Mg0.125Ti0.375,2.25412,2.384,2.51387,2.12715,2.24086,2.35458
Ca0.125La0.875Cu0.5Mn0.125Ti0.375,2.25412,2.384,2.51387,2.12715,2.24086,2.35458
Ca0.125La0.875Cu0.5Ni0.125Ti0.375,2.25412,2.384,2.51387,2.12715,2.24086,2.35458
Ca0.125La0.875Fe0.125Co0.125Mn0.75,2.20164,2.32922,2.4568,2.06042,2.18088,2.30133
Ca0.125La0.875Fe0.125Co0.25Mn0.625,2.16147,2.31086,2.46026,2.02279,2.16413,2.30547
Ca0.125La0.875Fe0.125Co0.375Mn0.5,2.01618,2.27033,2.52448,1.87994,2.12487,2.36979
Ca0.125La0.875Fe0.125Cu0.125Mn0.75,2.19706,2.29674,2.39642,2.05857,2.14995,2.24133
Ca0.125La0.875Fe0.125Cu0.25Mn0.625,2.07391,2.2245,2.37509,1.93512,2.07747,2.21982
Ca0.125La0.875Fe0.125Mn0.5Mg0.375,2.02264,2.27559,2.52854,1.88775,2.13109,2.37443
Ca0.125La0.875Fe0.125Mn0.5Ni0.375,1.98544,2.24302,2.5006,1.85948,2.10054,2.3416
Ca0.125La0.875Fe0.125Mn0.625Mg0.25,2.14,2.32509,2.51019,2.00157,2.1787,2.35584
Ca0.125La0.875Fe0.125Mn0.625Ni0.25,2.11536,2.26811,2.42086,1.98371,2.12343,2.26315
Ca0.125La0.875Fe0.125Mn0.75Mg0.125,2.20644,2.33559,2.46475,2.06621,2.18815,2.31009
Ca0.125La0.875Fe0.125Mn0.75Ni0.125,2.15914,2.27747,2.3958,2.02652,2.1322,2.23788
Ca0.125La0.875Fe0.125Mn0.75Ti0.125,2.17528,2.35853,2.54179,2.01993,2.20374,2.38754
Ca0.125La0.875Fe0.25Co0.125Mn0.625,2.0635,2.27998,2.49646,1.92888,2.13288,2.33688
Ca0.125La0.875Fe0.25Co0.25Mn0.5,1.9602,2.23781,2.51542,1.83091,2.09354,2.35617
Ca0.125La0.875Fe0.25Co0.5Ti0.25,1.98804,2.15519,2.32235,1.84232,1.99881,2.1553
Ca0.125La0.875Fe0.25Cu0.125Mn0.625,2.07524,2.2473,2.41935,1.94289,2.10139,2.25989
Ca0.125La0.875Fe0.25Mn0.625Mg0.125,2.0668,2.28246,2.49813,1.93267,2.13572,2.33877
Ca0.125La0.875Fe0.25Mn0.625Ni0.125,2.03732,2.22803,2.41873,1.91083,2.08364,2.25644
Ca0.125La0.875Fe0.25Mn0.625Ti0.125,2.05821,2.30378,2.54935,1.9079,2.1493,2.3907
Ca0.125La0.875Fe0.375Co0.375Ti0.25,2.14131,2.39491,2.6485,1.95997,2.22669,2.49342
Ca0.125La0.875Fe0.625Co0.25Mg0.125,2.02081,2.13534,2.24987,1.90032,1.99794,2.09555
Ca0.125La0.875Mn0.375Mg0.375Ti0.25,2.16517,2.4515,2.73784,2.01744,2.30191,2.58638
Ca0.125La0.875Mn0.375Ni0.375Ti0.25,2.15754,2.41519,2.67284,2.02433,2.26981,2.5153
Ca0.125La0.875Mn0.5Mg0.125Ni0.375,2.03187,2.24572,2.45958,1.89925,2.102,2.30475
Ca0.125La0.875Mn0.5Mg0.25Ni0.25,2.02629,2.23274,2.4392,1.89115,2.0886,2.28604
Ca0.125La0.875Mn0.5Mg0.375Ni0.125,2.02567,2.23642,2.44717,1.89028,2.09229,2.29429
Ca0.125La0.875Mn0.5Mg0.375Ti0.125,2.07306,2.29808,2.5231,1.91946,2.14504,2.37061
Ca0.125La0.875Mn0.5Ni0.375Ti0.125,2.03264,2.26597,2.4993,1.88925,2.1165,2.34375
Ca0.125La0.875Mn0.625Mg0.125Ni0.25,2.12499,2.2855,2.44602,1.98864,2.14133,2.29402
Ca0.125La0.875Mn0.625Mg0.25Ni0.125,2.12438,2.28918,2.45399,1.98776,2.14502,2.30228
Ca0.125La0.875Mn0.625Mg0.25Ti0.125,2.15836,2.36725,2.57613,2.00284,2.21386,2.42489
Ca0.125La0.875Mn0.625Ni0.25Ti0.125,2.1305,2.31072,2.49094,1.98303,2.1606,2.33816
Ca0.125La0.875Mn0.75Mg0.125Ni0.125,2.1577,2.29373,2.42976,2.02016,2.14892,2.27769
Ca0.125La0.875Mn0.75Mg0.125Ti0.125,2.1901,2.37249,2.55489,2.03418,2.21912,2.40406
Ca0.125La0.875Mn0.75Ni0.125Ti0.125,2.14323,2.31485,2.48646,1.99254,2.16323,2.33391
Ca0.125Sm0.875Co0.125Cu0.125Ti0.25,2.22224,2.36916,2.51609,2.05915,2.20417,2.34918
Ca0.125Sm0.875Co0.125Mg0.125Ti0.25,2.28749,2.41316,2.53884,2.12983,2.25097,2.3721
Ca0.125Sm0.875Co0.125Mn0.125Ti0.25,2.37993,2.48919,2.59847,2.22186,2.32693,2.432
Ca0.125Sm0.875Co0.125Mn0.625Ti0.25,2.55097,2.55509,2.55922,2.39263,2.39279,2.39295
Ca0.125Sm0.875Co0.125Mn0.75Ti0.125,1.99466,2.0542,2.11373,1.83011,1.88783,1.94556
Ca0.125Sm0.875Co0.125Ni0.125Ti0.25,2.34438,2.45378,2.56317,2.19048,2.29406,2.39764
Ca0.125Sm0.875Co0.25Mn0.5Ti0.25,2.45459,2.52528,2.59599,2.29479,2.36182,2.42885
Ca0.125Sm0.875Co0.25Ni0.5Ti0.25,2.09382,2.19286,2.2919,1.93912,2.03223,2.12534
Ca0.125Sm0.875Co0.375Mn0.375Ti0.25,2.42933,2.49611,2.5629,2.26906,2.33224,2.39542
Ca0.125Sm0.875Co0.375Ni0.375Ti0.25,2.11921,2.24024,2.36126,1.96154,2.07732,2.1931
Ca0.125Sm0.875Co0.5Cu0.25Ti0.25,2.07507,2.21937,2.36366,1.91904,2.05762,2.19619
Ca0.125Sm0.875Co0.5Mn0.25Ti0.25,2.30311,2.44377,2.58444,2.14226,2.28072,2.41919
Ca0.125Sm0.875Co0.5Ni0.25Ti0.25,2.26138,2.35201,2.44264,2.10879,2.19197,2.27516
Ca0.125Sm0.875Co0.625Cu0.125Ti0.25,2.07986,2.28168,2.4835,1.91832,2.11527,2.31222
Ca0.125Sm0.875Co0.625Mg0.125Ti0.25,2.16696,2.33887,2.51078,2.01037,2.17521,2.34005
Ca0.125Sm0.875Co0.625Mn0.125Ti0.25,2.23637,2.39409,2.55182,2.08025,2.23034,2.38043
Ca0.125Sm0.875Co0.625Ni0.125Ti0.25,2.19646,2.3609,2.52535,2.04425,2.19995,2.35566
Ca0.125Sm0.875Cu0.125Mg0.125Ti0.25,2.20355,2.34786,2.49218,2.04072,2.18337,2.32603
Ca0.125Sm0.875Cu0.125Mn0.125Ti0.25,2.28884,2.41727,2.54571,2.12329,2.25078,2.37826
Ca0.125Sm0.875Cu0.125Mn0.625Ti0.25,2.46486,2.49859,2.53233,2.30149,2.33345,2.36541
Ca0.125Sm0.875Cu0.125Ni0.125Ti0.25,2.26007,2.38826,2.51646,2.10004,2.22558,2.35112
Ca0.125Sm0.875Cu0.25Mn0.5Ti0.25,2.37896,2.43017,2.48139,2.22016,2.26758,2.31501
Ca0.125Sm0.875Cu0.25Ni0.5Ti0.25,2.03208,2.09026,2.14845,1.87811,1.92999,1.98186
Ca0.125Sm0.875Fe0.125Co0.625Ti0.25,2.2351,2.4717,2.70831,2.08084,2.31123,2.54163
Ca0.125Sm0.875Fe0.125Cu0.125Ti0.25,2.27588,2.49512,2.71436,2.1119,2.33187,2.55185
Ca0.125Sm0.875Fe0.25Ni0.5Ti0.25,2.08653,2.33364,2.58076,1.93371,2.17795,2.42218
Ca0.125Sm0.875Fe0.375Ni0.375Ti0.25,2.00038,2.26954,2.5387,1.84827,2.11366,2.37905
Ca0.125Sm0.875Fe0.5Cu0.25Ti0.25,2.15749,2.42858,2.69966,2.00671,2.27567,2.54463
Ca0.125Sm0.875Mg0.125Ni0.125Ti0.25,2.31264,2.43213,2.55163,2.15924,2.27354,2.38785
Ca0.125Sm0.875Mn0.125Mg0.125Ti0.25,2.34141,2.46114,2.58089,2.18248,2.29874,2.41499
Ca0.125Sm0.875Mn0.125Ni0.125Ti0.25,2.39536,2.4899,2.58445,2.2376,2.32804,2.41847
Ca0.125Sm0.875Mn0.25Ni0.5Ti0.25,2.19985,2.24198,2.28411,2.04521,2.08151,2.11781
Ca0.125Sm0.875Mn0.375Ni0.375Ti0.25,2.29521,2.32145,2.3477,2.14171,2.15967,2.17762
Ca0.125Sm0.875Mn0.5Mg0.25Ti0.25,2.16676,2.32919,2.49162,2.00669,2.1662,2.32572
Ca0.125Sm0.875Mn0.5Ni0.25Ti0.25,2.49402,2.49652,2.49901,2.33747,2.33488,2.33229
Ca0.125Sm0.875Mn0.625Mg0.125Ti0.25,2.51269,2.53663,2.56058,2.35317,2.37398,2.3948
Ca0.125Sm0.875Mn0.625Ni0.125Ti0.25,2.53482,2.55046,2.5661,2.37745,2.38901,2.40057
Ca0.125Sm0.875Mn0.75Ni0.125Ti0.125,1.99617,2.05837,2.12056,1.83213,1.89277,1.95342
Ca0.125Y0.25Sm0.625Mn0.75Ti0.25,2.08611,2.32221,2.55832,1.93093,2.16148,2.39203
Ca0.125Y0.875Co0.125Mn0.625Ti0.25,2.04268,2.13899,2.23529,1.88755,1.9767,2.06585
Ca0.125Y0.875Co0.25Mn0.5Ti0.25,2.05084,2.14001,2.22918,1.89575,1.97819,2.06064
Ca0.125Y0.875Mn0.5Ni0.25Ti0.25,1.98625,2.08917,2.19208,1.83501,1.92855,2.02209
Ca0.125Y0.875Mn0.625Ni0.125Ti0.25,2.00082,2.11213,2.22343,1.84728,1.95048,2.05368
Ca0.25K0.375Sm0.375Fe0.125.875,2.44619,2.46472,2.48326,2.3083,2.31927,2.33403
Ca0.25K0.375Y0.375Fe0.125.875,2.4353,2.42542,2.41554,2.29639,2.27936,2.26621
Ca0.25La0.375K0.375Fe0.125.875,2.42014,2.4221,2.42406,2.28307,2.27745,2.27578
Ca0.25La0.5Sm0.25Mn0.75Ti0.25,1.98469,2.22344,2.46219,1.85507,2.08035,2.30563
Ca0.25La0.625K0.125Mn0.75Ti0.25,2.04702,2.28856,2.53011,1.90131,2.13933,2.37744
Ca0.25La0.625Sm0.125Cu0.625Ti0.375,2.08092,2.27511,2.4693,1.9494,2.13067,2.31194
Ca0.25La0.625Sm0.125Mn0.75Ti0.25,2.10577,2.34448,2.5832,1.96359,2.1962,2.42881
Ca0.25La0.625Y0.125Cu0.625Ti0.375,2.08092,2.27511,2.4693,1.9494,2.13067,2.31194
Ca0.25La0.625Y0.125Mn0.75Ti0.25,2.10577,2.34448,2.5832,1.96359,2.1962,2.42881
Ca0.25La0.75Co0.125Cu0.5Ti0.375,2.04283,2.28767,2.5325,1.91711,2.14565,2.3742
Ca0.25La0.75Co0.125Mn0.625Ti0.25,2.24014,2.47034,2.70053,2.10377,2.32588,2.54799
Ca0.25La0.75Co0.125Mn0.75Mg0.125,1.96196,2.11209,2.26222,1.83463,1.97306,2.11148
Ca0.25La0.75Co0.125Mn0.75Ti0.125,1.98742,2.16284,2.33827,1.8484,2.01719,2.18597
Ca0.25La0.75Co0.25Cu0.375Ti0.375,2.06088,2.29083,2.52078,1.93507,2.14934,2.3636
Ca0.25La0.75Co0.25Mn0.5Ti0.25,2.13958,2.40288,2.66619,2.00408,2.25814,2.51221
Ca0.25La0.75Cu0.125Mn0.625Mg0.25,1.96325,2.09871,2.23418,1.83426,1.95866,2.08305
Ca0.25La0.75Cu0.125Mn0.625Ti0.25,2.25608,2.46321,2.67034,2.11721,2.31799,2.51878
Ca0.25La0.75Cu0.125Mn0.75Mg0.125,1.97359,2.09516,2.21673,1.84209,1.95459,2.06708
Ca0.25La0.75Cu0.125Mn0.75Ti0.125,2.0002,2.14922,2.29824,1.8577,2.00252,2.14734
Ca0.25La0.75Cu0.25Mn0.5Ti0.25,2.06476,2.34567,2.62657,1.92987,2.20144,2.47301
Ca0.25La0.75Cu0.375Mg0.25Ti0.375,2.06088,2.29083,2.52078,1.93507,2.14934,2.3636
Ca0.25La0.75Cu0.375Mn0.25Ti0.375,2.06088,2.29083,2.52078,1.93507,2.14934,2.3636
Ca0.25La0.75Cu0.375Ni0.25Ti0.375,2.06088,2.29083,2.52078,1.93507,2.14934,2.3636
Ca0.25La0.75Cu0.5Mg0.125Ti0.375,2.04283,2.28767,2.5325,1.91711,2.14565,2.3742
Ca0.25La0.75Cu0.5Mn0.125Ti0.375,2.04283,2.28767,2.5325,1.91711,2.14565,2.3742
Ca0.25La0.75Cu0.5Ni0.125Ti0.375,2.04283,2.28767,2.5325,1.91711,2.14565,2.3742
Ca0.25La0.75Fe0.125Co0.125Mn0.75,1.96463,2.08289,2.20116,1.83981,1.94394,2.04807
Ca0.25La0.75Fe0.125Cu0.125Mn0.75,1.9662,2.06774,2.16927,1.83848,1.92803,2.01758
Ca0.25La0.75Fe0.125Mn0.625Ti0.25,2.23697,2.4863,2.73562,2.0996,2.34132,2.58304
Ca0.25La0.75Fe0.125Mn0.75Mg0.125,1.98308,2.10166,2.22024,1.85731,1.96293,2.06855
Ca0.25La0.75Fe0.125Mn0.75Ti0.125,2.01429,2.15236,2.29042,1.87593,2.00719,2.13845
Ca0.25La0.75Fe0.375Co0.375Ti0.25,2.00196,2.30797,2.61397,1.83113,2.14664,2.46215
Ca0.25La0.75Mn0.375Mg0.375Ti0.25,1.998,2.27634,2.55469,1.86345,2.13213,2.40081
Ca0.25La0.75Mn0.5Mg0.25Ti0.25,2.1829,2.44493,2.70696,2.04892,2.30116,2.5534
Ca0.25La0.75Mn0.5Ni0.25Ti0.25,2.12421,2.38739,2.65057,1.99382,2.24543,2.49703
Ca0.25La0.75Mn0.625Mg0.125Ti0.25,2.25861,2.48884,2.71907,2.12135,2.3443,2.56725
Ca0.25La0.75Mn0.625Mg0.25Ti0.125,1.98354,2.17495,2.36636,1.84607,2.02978,2.21348
Ca0.25La0.75Mn0.625Ni0.125Ti0.25,2.22406,2.44655,2.66904,2.08913,2.30299,2.51684
Ca0.25La0.75Mn0.75Mg0.125Ti0.125,2.00587,2.18161,2.35734,1.8659,2.03618,2.20645
Ca0.375K0.375Sm0.25Fe0.125.875,2.42569,2.40004,2.37439,2.28736,2.25485,2.22629
Ca0.375K0.375Y0.25Fe0.125.875,2.42839,2.40364,2.37888,2.28899,2.25783,2.23053
Ca0.375La0.25K0.375Fe0.125.875,2.42569,2.40004,2.37439,2.28736,2.25485,2.22629
Ca0.375La0.25Sm0.375Mg0.625Ti0.375,2.17385,2.44007,2.70629,2.03958,2.29875,2.55792
Ca0.375La0.25Sm0.375Ni0.625Ti0.375,2.2306,2.47941,2.72822,2.09272,2.33519,2.57765
Ca0.375La0.625Co0.125Cu0.5Ti0.375,2.01131,2.15481,2.29831,1.87624,2.01064,2.14504
Ca0.375La0.625Co0.25Cu0.375Ti0.375,2.02537,2.15964,2.29392,1.88984,2.01584,2.14183
Ca0.375La0.625Cu0.375Mg0.25Ti0.375,2.02537,2.15964,2.29392,1.88984,2.01584,2.14183
Ca0.375La0.625Cu0.375Mn0.25Ti0.375,2.02537,2.15964,2.29392,1.88984,2.01584,2.14183
Ca0.375La0.625Cu0.375Ni0.25Ti0.375,2.02537,2.15964,2.29392,1.88984,2.01584,2.14183
Ca0.375La0.625Cu0.5Mg0.125Ti0.375,2.01131,2.15481,2.29831,1.87624,2.01064,2.14504
Ca0.375La0.625Cu0.5Mn0.125Ti0.375,2.01131,2.15481,2.29831,1.87624,2.01064,2.14504
Ca0.375La0.625Cu0.5Ni0.125Ti0.375,2.01131,2.15481,2.29831,1.87624,2.01064,2.14504
Ca0.375La0.625Fe0.125Cu0.5Ti0.375,2.01428,2.2636,2.51293,1.88854,2.12105,2.35356
Ca0.375Y0.25Sm0.375Ni0.625Ti0.375,2.10054,2.36981,2.63908,1.95631,2.22313,2.48996
Ca0.5K0.375Sm0.125Fe0.125.875,2.42276,2.38834,2.35393,2.2854,2.2439,2.20634
Ca0.5K0.375Y0.125Fe0.125.875,2.43323,2.40452,2.3758,2.29563,2.25995,2.22813
Ca0.5La0.125K0.375Fe0.125.875,2.42276,2.38834,2.35393,2.2854,2.2439,2.20634
Ca0.5La0.125Sm0.375Co0.625Ti0.375,2.2788,2.47792,2.67705,2.13754,2.33304,2.52854
Ca0.5La0.125Sm0.375Mg0.625Ti0.375,2.02296,2.29165,2.56035,1.88235,2.14898,2.41561
Ca0.5La0.125Sm0.375Mn0.625Ti0.375,2.26727,2.47723,2.68718,2.12323,2.33153,2.53984
Ca0.5La0.125Sm0.375Ni0.625Ti0.375,2.07972,2.331,2.58228,1.93549,2.18542,2.43535
Ca0.5Y0.125Sm0.375Co0.625Ti0.375,2.23175,2.4545,2.67726,2.08734,2.30883,2.53031
Ca0.5Y0.125Sm0.375Mg0.625Ti0.375,1.97591,2.26824,2.56056,1.83215,2.12476,2.41738
Ca0.5Y0.125Sm0.375Mn0.625Ti0.375,2.22023,2.45381,2.68739,2.07303,2.30732,2.54161
Ca0.5Y0.125Sm0.375Ni0.625Ti0.375,2.03267,2.30758,2.58249,1.88529,2.1612,2.43712
Ca0.625La0.125Sm0.25Co0.625Ti0.375,2.00989,2.36935,2.72882,1.87287,2.23001,2.58715
Ca0.625La0.125Sm0.25Mg0.625Ti0.375,2.00989,2.36935,2.72882,1.87287,2.23001,2.58715
Ca0.625La0.125Sm0.25Mn0.625Ti0.375,2.02496,2.36625,2.70756,1.88795,2.22658,2.56521
Ca0.625La0.125Sm0.25Ni0.625Ti0.375,1.99569,2.35205,2.70842,1.85834,2.21289,2.56744
Ca0.625La0.125Y0.25Co0.625Ti0.375,1.98278,2.33,2.67722,1.85003,2.19057,2.53112
Ca0.625La0.125Y0.25Mg0.625Ti0.375,1.97189,2.31973,2.66756,1.83919,2.18031,2.52144
Ca0.625La0.125Y0.25Mn0.625Ti0.375,1.97574,2.32667,2.67761,1.84286,2.18693,2.53099
Ca0.625La0.125Y0.25Ni0.625Ti0.375,1.98089,2.30779,2.6347,1.84696,2.16818,2.48941
Ca0.625Sm0.375Co0.125Mg0.5Ti0.375,1.97599,2.32811,2.68024,1.8309,2.18444,2.53799
Ca0.625Sm0.375Co0.125Ni0.5Ti0.375,2.07702,2.37665,2.67629,1.93153,2.23242,2.53331
Ca0.625Sm0.375Co0.25Mg0.375Ti0.375,1.98878,2.33895,2.68912,1.84316,2.19516,2.54716
Ca0.625Sm0.375Co0.25Ni0.375Ti0.375,2.07993,2.37455,2.66918,1.93427,2.22974,2.52522
Ca0.625Sm0.375Co0.375Cu0.25Ti0.375,2.13803,2.43262,2.72722,1.99052,2.28654,2.58256
Ca0.625Sm0.375Cu0.125Mg0.5Ti0.375,1.97599,2.32811,2.68024,1.8309,2.18444,2.53799
Ca0.625Sm0.375Cu0.125Ni0.5Ti0.375,2.07702,2.37665,2.67629,1.93153,2.23242,2.53331
Ca0.625Sm0.375Cu0.25Mn0.375Ti0.375,2.12472,2.42516,2.7256,1.9764,2.27823,2.58006
Ca0.625Sm0.375Cu0.25Ni0.375Ti0.375,2.06074,2.34346,2.62618,1.91401,2.19725,2.48049
Ca0.625Sm0.375Fe0.125Ni0.5Ti0.375,2.13388,2.43668,2.73949,1.99117,2.29487,2.59856
Ca0.625Sm0.375Fe0.25Ni0.375Ti0.375,2.1438,2.43161,2.71942,1.99899,2.28881,2.57864
Ca0.625Sm0.375Mg0.125Ni0.5Ti0.375,2.07702,2.37665,2.67629,1.93153,2.23242,2.53331
Ca0.625Sm0.375Mg0.25Ni0.375Ti0.375,2.08284,2.39074,2.69864,1.93744,2.24648,2.55552
