T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
La0.875K0.125Fe0.125Cu0.5Ti0.375,1.97603,2.26331,2.55059,1.84687,2.11823,2.38992
La0.875K0.125Fe0.125Mn0.5Mg0.375,2.15998,2.37814,2.59631,2.02519,2.23159,2.43799
La0.875K0.125Fe0.125Mn0.5Ni0.375,2.12278,2.34558,2.56837,1.99692,2.20104,2.40516
La0.875K0.125Fe0.125Mn0.625Mg0.25,2.30226,2.45415,2.60605,2.16259,2.3054,2.44821
La0.875K0.125Fe0.125Mn0.625Ni0.25,2.27762,2.39717,2.51672,2.14474,2.25013,2.35552
La0.875K0.125Fe0.125Mn0.75Mg0.125,2.36616,2.46493,2.5637,2.22459,2.3156,2.40661
La0.875K0.125Fe0.125Mn0.75Ni0.125,2.31886,2.4068,2.49475,2.1849,2.25965,2.33439
La0.875K0.125Fe0.125Mn0.75Ti0.125,2.28497,2.48093,2.67689,2.12047,2.32006,2.51966
La0.875K0.125Fe0.25Co0.125Mn0.625,2.21033,2.40807,2.60582,2.07484,2.25828,2.44172
La0.875K0.125Fe0.25Co0.25Mn0.5,2.06589,2.3275,2.58911,1.93578,2.18036,2.42495
La0.875K0.125Fe0.25Cu0.125Mn0.625,2.22207,2.37539,2.5287,2.08885,2.22679,2.36473
La0.875K0.125Fe0.25Cu0.25Mn0.5,1.96355,2.23772,2.51189,1.83297,2.09089,2.3488
La0.875K0.125Fe0.25Mn0.5Mg0.25,2.03829,2.34039,2.64248,1.90967,2.1942,2.47872
La0.875K0.125Fe0.25Mn0.5Ni0.25,2.0192,2.28034,2.54148,1.89717,2.13566,2.37414
La0.875K0.125Fe0.25Mn0.625Mg0.125,2.21362,2.41055,2.60748,2.07864,2.26112,2.44361
La0.875K0.125Fe0.25Mn0.625Ni0.125,2.18415,2.35612,2.52809,2.0568,2.20904,2.36128
La0.875K0.125Fe0.25Mn0.625Ti0.125,2.16092,2.42855,2.69619,2.00236,2.26792,2.53349
La0.875K0.125Fe0.375Co0.25Mn0.375,2.04053,2.31769,2.59485,1.93059,2.17979,2.42898
La0.875K0.125Fe0.375Cu0.25Mn0.375,1.96829,2.19422,2.42015,1.86023,2.05524,2.25025
La0.875K0.125Fe0.375Mn0.375Mg0.25,2.00181,2.31194,2.62207,1.89383,2.17439,2.45494
La0.875K0.125Fe0.375Mn0.375Ni0.25,2.00655,2.24419,2.48183,1.90814,2.10799,2.30784
La0.875K0.125Fe0.5Co0.375Mg0.125,1.99616,2.0463,2.09643,1.85918,1.89497,1.93076
La0.875K0.125Fe0.625Co0.125Mn0.25,1.95043,2.32165,2.69288,1.84037,2.18252,2.52467
La0.875K0.125Fe0.625Co0.25Cu0.125,2.21172,2.14382,2.07592,2.09345,2.00455,1.91566
La0.875K0.125Fe0.625Co0.25Mg0.125,2.19097,2.30932,2.42766,2.06783,2.16957,2.2713
La0.875K0.125Fe0.625Cu0.125Mn0.25,1.96972,2.25904,2.54837,1.86632,2.12411,2.38189
La0.875K0.125Fe0.625Mn0.25Ni0.125,1.98322,2.23786,2.49249,1.88998,2.10341,2.31683
La0.875K0.125Fe0.75Cu0.125Mn0.125,1.95622,2.24603,2.53584,1.85003,2.10245,2.35488
La0.875K0.125Mn0.5Mg0.125Ni0.375,2.14508,2.37773,2.61038,2.01454,2.2341,2.45366
La0.875K0.125Mn0.5Mg0.25Ni0.25,2.1395,2.36476,2.59001,2.00643,2.22069,2.43494
La0.875K0.125Mn0.5Mg0.375Ni0.125,2.13889,2.36843,2.59798,2.00556,2.22438,2.4432
La0.875K0.125Mn0.5Mg0.375Ti0.125,2.15313,2.43306,2.71298,1.99415,2.27643,2.5587
La0.875K0.125Mn0.5Ni0.375Ti0.125,2.11272,2.40095,2.68918,1.96393,2.24789,2.53184
La0.875K0.125Mn0.625Mg0.125Ni0.25,2.26534,2.43665,2.60795,2.13045,2.29225,2.45404
La0.875K0.125Mn0.625Mg0.25Ni0.125,2.26473,2.44032,2.61592,2.12958,2.29594,2.46229
La0.875K0.125Mn0.625Ni0.25Ti0.125,2.21058,2.4457,2.68082,2.05772,2.29199,2.52625
La0.875K0.125Mn0.75Mg0.125Ni0.125,2.29435,2.44694,2.59953,2.15879,2.30245,2.44611
La0.875K0.125Mn0.75Ni0.125Ti0.125,2.2233,2.44982,2.67634,2.06723,2.29462,2.522
La0.875Sm0.125Co0.125Cu0.125Mn0.75,2.39171,2.51537,2.63904,2.25179,2.36929,2.4868
La0.875Sm0.125Co0.125Cu0.25Mn0.625,2.26238,2.41981,2.57724,2.12272,2.27336,2.42401
La0.875Sm0.125Co0.125Cu0.5Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Sm0.125Co0.125Mn0.5Mg0.375,2.24416,2.46357,2.68298,2.10471,2.31709,2.52946
La0.875Sm0.125Co0.125Mn0.5Ni0.375,2.20038,2.42998,2.65957,2.06807,2.28547,2.50287
La0.875Sm0.125Co0.125Mn0.625Ni0.25,2.314,2.48475,2.6555,2.17881,2.34015,2.50148
La0.875Sm0.125Co0.125Mn0.75Mg0.125,2.38987,2.55269,2.71551,2.2488,2.40625,2.5637
La0.875Sm0.125Co0.125Mn0.75Ni0.125,2.343,2.49504,2.64708,2.20715,2.35035,2.49355
La0.875Sm0.125Co0.25Cu0.125Mn0.625,2.36035,2.49924,2.63812,2.22138,2.35368,2.48597
La0.875Sm0.125Co0.25Cu0.25Mn0.5,2.16289,2.36115,2.55941,2.02288,2.21425,2.40561
La0.875Sm0.125Co0.25Cu0.375Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Sm0.125Co0.25Mn0.375Mg0.375,2.04748,2.26033,2.47319,1.91756,2.11839,2.31922
La0.875Sm0.125Co0.25Mn0.375Ni0.375,1.9986,2.20357,2.40855,1.87757,2.06317,2.24876
La0.875Sm0.125Co0.25Mn0.5Mg0.25,2.23942,2.46347,2.68753,2.09938,2.317,2.53462
La0.875Sm0.125Co0.25Mn0.5Ni0.25,2.1988,2.41501,2.63122,2.06382,2.27005,2.47629
La0.875Sm0.125Co0.25Mn0.625Mg0.125,2.35717,2.52862,2.70007,2.21662,2.38238,2.54813
La0.875Sm0.125Co0.25Mn0.625Ni0.125,2.31738,2.48644,2.65549,2.18179,2.34182,2.50186
La0.875Sm0.125Co0.375Cu0.125Mn0.5,2.23767,2.43527,2.63287,2.09927,2.28926,2.47926
La0.875Sm0.125Co0.375Cu0.25Mn0.375,1.96895,2.16976,2.37057,1.84062,2.02784,2.21507
La0.875Sm0.125Co0.375Mg0.375Ti0.25,2.08177,2.40978,2.7378,1.90682,2.24276,2.57869
La0.875Sm0.125Co0.375Mn0.25Mg0.375,2.00832,2.09465,2.18099,1.88083,1.94902,2.01722
La0.875Sm0.125Co0.375Mn0.375Mg0.25,2.04285,2.25211,2.46136,1.91373,2.11028,2.30682
La0.875Sm0.125Co0.375Mn0.375Ni0.25,2.00298,2.18714,2.3713,1.88131,2.04689,2.21248
La0.875Sm0.125Co0.375Mn0.5Mg0.125,2.23478,2.45524,2.6757,2.09555,2.30889,2.52223
La0.875Sm0.125Co0.375Mn0.5Ni0.125,2.20116,2.4074,2.61363,2.0671,2.2627,2.45829
La0.875Sm0.125Co0.375Ni0.375Ti0.25,2.02941,2.35728,2.68515,1.86927,2.19512,2.52098
La0.875Sm0.125Co0.5Cu0.125Mn0.375,2.16296,2.18245,2.20194,2.03115,2.03648,2.0418
La0.875Sm0.125Co0.5Cu0.25Ti0.25,2.12162,2.20487,2.28811,1.95832,2.03988,2.12143
La0.875Sm0.125Co0.5Mg0.25Ti0.25,2.1903,2.28885,2.3874,2.02493,2.12317,2.22142
La0.875Sm0.125Co0.5Mn0.25Ti0.25,2.30835,2.3525,2.39664,2.1608,2.19663,2.23246
La0.875Sm0.125Co0.5Mn0.375Mg0.125,2.16296,2.18245,2.20194,2.03115,2.03648,2.0418
La0.875Sm0.125Co0.5Mn0.375Ni0.125,2.17456,2.18934,2.20412,2.04563,2.04398,2.04233
La0.875Sm0.125Co0.5Mn0.375Ti0.125,2.14357,2.20887,2.27417,1.99208,2.05269,2.11329
La0.875Sm0.125Co0.5Ni0.25Ti0.25,2.21773,2.2995,2.38127,2.05596,2.13453,2.2131
La0.875Sm0.125Co0.625Cu0.125Mn0.25,2.10353,2.05556,2.00758,1.97057,1.90555,1.84053
La0.875Sm0.125Co0.625Cu0.125Ti0.25,2.18656,2.31137,2.43618,2.02167,2.14599,2.2703
La0.875Sm0.125Co0.625Mg0.125Ti0.25,2.18656,2.31137,2.43618,2.02167,2.14599,2.2703
La0.875Sm0.125Co0.625Mn0.125Ti0.25,2.24358,2.37748,2.51139,2.0947,2.22056,2.34641
La0.875Sm0.125Co0.625Mn0.25Mg0.125,2.10353,2.05556,2.00758,1.97057,1.90555,1.84053
La0.875Sm0.125Co0.625Mn0.25Ni0.125,2.11513,2.06245,2.00977,1.98505,1.91305,1.84106
La0.875Sm0.125Co0.625Mn0.25Ti0.125,2.07457,2.08876,2.10294,1.92241,1.92887,1.93532
La0.875Sm0.125Co0.625Ni0.125Ti0.25,2.19816,2.31826,2.43836,2.03615,2.15349,2.27083
La0.875Sm0.125Co0.75Cu0.125Mn0.125,2.0565,2.04691,2.03732,1.92521,1.89526,1.86531
La0.875Sm0.125Co0.75Mn0.125Mg0.125,2.0565,2.04691,2.03732,1.92521,1.89526,1.86531
La0.875Sm0.125Co0.75Mn0.125Ni0.125,2.0681,2.05381,2.03951,1.93969,1.90277,1.86584
La0.875Sm0.125Co0.75Mn0.125Ti0.125,2.03497,2.07746,2.11994,1.88562,1.91689,1.94816
La0.875Sm0.125Cu0.125Mn0.5Mg0.375,2.23679,2.42878,2.62077,2.10002,2.28367,2.46731
La0.875Sm0.125Cu0.125Mn0.5Ni0.375,2.2121,2.41488,2.61766,2.0824,2.27175,2.46109
La0.875Sm0.125Cu0.125Mn0.625Mg0.25,2.36574,2.51183,2.65792,2.22652,2.36624,2.50597
La0.875Sm0.125Cu0.125Mn0.625Ni0.25,2.33235,2.47379,2.61523,2.19831,2.3299,2.46148
La0.875Sm0.125Cu0.125Mn0.75Mg0.125,2.39536,2.51844,2.64152,2.25573,2.37276,2.48979
La0.875Sm0.125Cu0.125Mn0.75Ni0.125,2.36136,2.48408,2.60681,2.22666,2.3401,2.45355
La0.875Sm0.125Cu0.125Mn0.75Ti0.125,2.32442,2.52353,2.72263,2.16423,2.36708,2.56992
La0.875Sm0.125Cu0.25Mn0.375Mg0.375,1.96056,2.14976,2.33896,1.83512,2.00902,2.18291
La0.875Sm0.125Cu0.25Mn0.5Mg0.25,2.16126,2.36475,2.56823,2.02324,2.21877,2.4143
La0.875Sm0.125Cu0.25Mn0.5Ni0.25,2.12825,2.33157,2.53489,1.99464,2.18699,2.37934
La0.875Sm0.125Cu0.25Mn0.625Mg0.125,2.26614,2.42508,2.58402,2.12673,2.27899,2.43124
La0.875Sm0.125Cu0.25Mn0.625Ni0.125,2.23251,2.39558,2.55864,2.09726,2.25089,2.40453
La0.875Sm0.125Cu0.25Mn0.625Ti0.125,2.21527,2.44398,2.67268,2.0554,2.28765,2.51991
La0.875Sm0.125Cu0.375Mg0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Sm0.125Cu0.375Mn0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Sm0.125Cu0.375Ni0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Sm0.125Cu0.5Mg0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Sm0.125Cu0.5Mn0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Sm0.125Cu0.5Ni0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Sm0.125Fe0.125Co0.125Mn0.75,2.41377,2.51193,2.61008,2.27117,2.36185,2.45252
La0.875Sm0.125Fe0.125Co0.25Mn0.625,2.37614,2.4933,2.61045,2.23619,2.34436,2.45252
La0.875Sm0.125Fe0.125Co0.375Mn0.5,2.20594,2.42626,2.64657,2.06975,2.27889,2.48802
La0.875Sm0.125Fe0.125Co0.5Mn0.375,2.11579,2.18601,2.25624,1.99489,2.04272,2.09055
La0.875Sm0.125Fe0.125Co0.625Mn0.25,1.99119,2.06034,2.1295,1.86916,1.91469,1.96022
La0.875Sm0.125Fe0.125Co0.625Ti0.25,2.12958,2.33367,2.53777,1.96948,2.17023,2.37099
La0.875Sm0.125Fe0.125Cu0.125Mn0.75,2.4092,2.47945,2.5497,2.26933,2.33092,2.39251
La0.875Sm0.125Fe0.125Cu0.25Mn0.625,2.26217,2.38654,2.51091,2.12257,2.23766,2.35273
La0.875Sm0.125Fe0.125Mn0.5Mg0.375,2.21239,2.43152,2.65064,2.07756,2.28511,2.49266
La0.875Sm0.125Fe0.125Mn0.5Ni0.375,2.1752,2.39895,2.6227,2.0493,2.25457,2.45984
La0.875Sm0.125Fe0.125Mn0.625Mg0.25,2.35467,2.50753,2.66038,2.21497,2.35893,2.50288
La0.875Sm0.125Fe0.125Mn0.625Ni0.25,2.33003,2.45054,2.57105,2.19711,2.30365,2.41019
La0.875Sm0.125Fe0.125Mn0.75Mg0.125,2.41857,2.5183,2.61803,2.27696,2.36912,2.46128
La0.875Sm0.125Fe0.125Mn0.75Ni0.125,2.37127,2.46018,2.54908,2.23727,2.31317,2.38907
La0.875Sm0.125Fe0.125Mn0.75Ti0.125,2.33739,2.53431,2.73123,2.17284,2.37359,2.57433
La0.875Sm0.125Fe0.25Co0.125Mn0.625,2.26274,2.46145,2.66015,2.12722,2.31181,2.49639
La0.875Sm0.125Fe0.25Co0.25Mn0.5,2.1183,2.38087,2.64345,1.98815,2.23388,2.47962
La0.875Sm0.125Fe0.25Co0.5Mn0.25,1.9656,2.04477,2.12394,1.85064,1.90043,1.95022
La0.875Sm0.125Fe0.25Co0.5Ti0.25,2.13312,2.34493,2.55673,1.97473,2.18206,2.38938
La0.875Sm0.125Fe0.25Co0.625Mn0.125,1.94483,2.03508,2.12532,1.8312,1.88845,1.9457
La0.875Sm0.125Fe0.25Cu0.125Mn0.625,2.27449,2.42876,2.58304,2.14122,2.28032,2.41941
La0.875Sm0.125Fe0.25Cu0.25Mn0.5,2.01597,2.2911,2.56623,1.88534,2.14441,2.40347
La0.875Sm0.125Fe0.25Mn0.5Mg0.25,2.09071,2.39376,2.69682,1.96204,2.24772,2.53339
La0.875Sm0.125Fe0.25Mn0.5Ni0.25,2.07162,2.33372,2.59581,1.94954,2.18918,2.42882
La0.875Sm0.125Fe0.25Mn0.625Mg0.125,2.26604,2.46393,2.66182,2.13101,2.31465,2.49828
La0.875Sm0.125Fe0.25Mn0.625Ni0.125,2.23656,2.40949,2.58242,2.10917,2.26256,2.41596
La0.875Sm0.125Fe0.375Co0.25Mn0.375,2.09294,2.37106,2.64918,1.98297,2.23331,2.48365
La0.875Sm0.125Fe0.375Co0.375Mn0.25,1.99624,2.23563,2.47502,1.88129,2.09339,2.30548
La0.875Sm0.125Fe0.375Cu0.25Mn0.375,2.02071,2.2476,2.47448,1.91261,2.10877,2.30492
La0.875Sm0.125Fe0.375Mn0.375Mg0.25,2.05423,2.36531,2.6764,1.94621,2.22791,2.50961
La0.875Sm0.125Fe0.375Mn0.375Ni0.25,2.05897,2.29757,2.53616,1.96052,2.16152,2.36251
La0.875Sm0.125Fe0.5Co0.375Mg0.125,2.05047,2.09274,2.13501,1.91383,1.94158,1.96933
La0.875Sm0.125Fe0.5Co0.375Mn0.125,1.9661,2.32484,2.68359,1.84646,2.17881,2.51115
La0.875Sm0.125Fe0.5Cu0.125Mn0.375,1.94282,2.29927,2.65573,1.83268,2.16296,2.49324
La0.875Sm0.125Fe0.625Co0.25Cu0.125,2.27666,2.19715,2.11764,2.15905,2.05844,1.95783
La0.875Sm0.125Fe0.625Co0.25Mg0.125,2.25591,2.36264,2.46938,2.13344,2.22346,2.31347
La0.875Sm0.125Fe0.625Cu0.125Mn0.25,2.02261,2.31247,2.60233,1.91956,2.17781,2.43607
La0.875Sm0.125Fe0.625Cu0.25Mn0.125,1.97244,2.2097,2.44697,1.86919,2.06894,2.26867
La0.875Sm0.125Fe0.625Mn0.125Ni0.25,1.98369,2.24424,2.50479,1.89785,2.10562,2.31339
La0.875Sm0.125Fe0.625Mn0.25Ni0.125,2.03611,2.29128,2.54645,1.94322,2.15711,2.37101
La0.875Sm0.125Fe0.75Cu0.125Mn0.125,2.02079,2.30223,2.58367,1.91637,2.15926,2.40214
La0.875Sm0.125Fe0.75Mn0.125Ni0.125,1.97918,2.23944,2.4997,1.87987,2.0964,2.31293
La0.875Sm0.125Mn0.375Mg0.25Ni0.375,1.99751,2.21408,2.43065,1.87903,2.0752,2.27137
La0.875Sm0.125Mn0.375Mg0.375Ni0.25,1.98955,2.19817,2.4068,1.86808,2.05862,2.24916
La0.875Sm0.125Mn0.5Mg0.125Ni0.375,2.1975,2.43111,2.66472,2.06691,2.28762,2.50833
La0.875Sm0.125Mn0.5Mg0.25Ni0.25,2.19192,2.41813,2.64434,2.05881,2.27421,2.48962
La0.875Sm0.125Mn0.5Mg0.375Ni0.125,2.19131,2.42181,2.65231,2.05793,2.2779,2.49787
La0.875Sm0.125Mn0.625Mg0.125Ni0.25,2.31776,2.49002,2.66228,2.18282,2.34577,2.50871
La0.875Sm0.125Mn0.625Mg0.25Ni0.125,2.31715,2.4937,2.67025,2.18195,2.34946,2.51696
La0.875Sm0.125Mn0.625Ni0.25Ti0.125,2.26299,2.49907,2.73515,2.11009,2.34551,2.58092
La0.875Sm0.125Mn0.75Mg0.125Ni0.125,2.34677,2.50031,2.65386,2.21117,2.35598,2.50078
La0.875Sm0.125Mn0.75Ni0.125Ti0.125,2.27572,2.5032,2.73068,2.1196,2.34814,2.57668
La0.875Y0.125Co0.125Cu0.125Mn0.75,2.39171,2.51537,2.63904,2.25179,2.36929,2.4868
La0.875Y0.125Co0.125Cu0.25Mn0.625,2.26238,2.41981,2.57724,2.12272,2.27336,2.42401
La0.875Y0.125Co0.125Cu0.5Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Y0.125Co0.125Mn0.5Mg0.375,2.24416,2.46357,2.68298,2.10471,2.31709,2.52946
La0.875Y0.125Co0.125Mn0.5Ni0.375,2.20038,2.42998,2.65957,2.06807,2.28547,2.50287
La0.875Y0.125Co0.125Mn0.625Ni0.25,2.314,2.48475,2.6555,2.17881,2.34015,2.50148
La0.875Y0.125Co0.125Mn0.75Mg0.125,2.38987,2.55269,2.71551,2.2488,2.40625,2.5637
La0.875Y0.125Co0.125Mn0.75Ni0.125,2.343,2.49504,2.64708,2.20715,2.35035,2.49355
La0.875Y0.125Co0.25Cu0.125Mn0.625,2.36035,2.49924,2.63812,2.22138,2.35368,2.48597
La0.875Y0.125Co0.25Cu0.25Mn0.5,2.16289,2.36115,2.55941,2.02288,2.21425,2.40561
La0.875Y0.125Co0.25Cu0.375Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Y0.125Co0.25Mn0.375Mg0.375,2.04748,2.26033,2.47319,1.91756,2.11839,2.31922
La0.875Y0.125Co0.25Mn0.375Ni0.375,1.9986,2.20357,2.40855,1.87757,2.06317,2.24876
La0.875Y0.125Co0.25Mn0.5Mg0.25,2.23942,2.46347,2.68753,2.09938,2.317,2.53462
La0.875Y0.125Co0.25Mn0.5Ni0.25,2.1988,2.41501,2.63122,2.06382,2.27005,2.47629
La0.875Y0.125Co0.25Mn0.625Mg0.125,2.35717,2.52862,2.70007,2.21662,2.38238,2.54813
La0.875Y0.125Co0.25Mn0.625Ni0.125,2.31738,2.48644,2.65549,2.18179,2.34182,2.50186
La0.875Y0.125Co0.375Cu0.125Mn0.5,2.23767,2.43527,2.63287,2.09927,2.28926,2.47926
La0.875Y0.125Co0.375Cu0.25Mn0.375,1.96895,2.16976,2.37057,1.84062,2.02784,2.21507
La0.875Y0.125Co0.375Mg0.375Ti0.25,2.08177,2.40978,2.7378,1.90682,2.24276,2.57869
La0.875Y0.125Co0.375Mn0.25Mg0.375,2.00832,2.09465,2.18099,1.88083,1.94902,2.01722
La0.875Y0.125Co0.375Mn0.375Mg0.25,2.04285,2.25211,2.46136,1.91373,2.11028,2.30682
La0.875Y0.125Co0.375Mn0.375Ni0.25,2.00298,2.18714,2.3713,1.88131,2.04689,2.21248
La0.875Y0.125Co0.375Mn0.5Mg0.125,2.23478,2.45524,2.6757,2.09555,2.30889,2.52223
La0.875Y0.125Co0.375Mn0.5Ni0.125,2.20116,2.4074,2.61363,2.0671,2.2627,2.45829
La0.875Y0.125Co0.375Ni0.375Ti0.25,2.02941,2.35728,2.68515,1.86927,2.19512,2.52098
La0.875Y0.125Co0.5Cu0.125Mn0.375,2.16296,2.18245,2.20194,2.03115,2.03648,2.0418
La0.875Y0.125Co0.5Cu0.25Ti0.25,2.12162,2.20487,2.28811,1.95832,2.03988,2.12143
La0.875Y0.125Co0.5Mg0.25Ti0.25,2.1903,2.28885,2.3874,2.02493,2.12317,2.22142
La0.875Y0.125Co0.5Mn0.25Ti0.25,2.30835,2.3525,2.39664,2.1608,2.19663,2.23246
La0.875Y0.125Co0.5Mn0.375Mg0.125,2.16296,2.18245,2.20194,2.03115,2.03648,2.0418
La0.875Y0.125Co0.5Mn0.375Ni0.125,2.17456,2.18934,2.20412,2.04563,2.04398,2.04233
La0.875Y0.125Co0.5Mn0.375Ti0.125,2.14357,2.20887,2.27417,1.99208,2.05269,2.11329
La0.875Y0.125Co0.5Ni0.25Ti0.25,2.21773,2.2995,2.38127,2.05596,2.13453,2.2131
La0.875Y0.125Co0.625Cu0.125Mn0.25,2.10353,2.05556,2.00758,1.97057,1.90555,1.84053
La0.875Y0.125Co0.625Cu0.125Ti0.25,2.18656,2.31137,2.43618,2.02167,2.14599,2.2703
La0.875Y0.125Co0.625Mg0.125Ti0.25,2.18656,2.31137,2.43618,2.02167,2.14599,2.2703
La0.875Y0.125Co0.625Mn0.125Ti0.25,2.24358,2.37748,2.51139,2.0947,2.22056,2.34641
La0.875Y0.125Co0.625Mn0.25Mg0.125,2.10353,2.05556,2.00758,1.97057,1.90555,1.84053
La0.875Y0.125Co0.625Mn0.25Ni0.125,2.11513,2.06245,2.00977,1.98505,1.91305,1.84106
La0.875Y0.125Co0.625Mn0.25Ti0.125,2.07457,2.08876,2.10294,1.92241,1.92887,1.93532
La0.875Y0.125Co0.625Ni0.125Ti0.25,2.19816,2.31826,2.43836,2.03615,2.15349,2.27083
La0.875Y0.125Co0.75Cu0.125Mn0.125,2.0565,2.04691,2.03732,1.92521,1.89526,1.86531
La0.875Y0.125Co0.75Mn0.125Mg0.125,2.0565,2.04691,2.03732,1.92521,1.89526,1.86531
La0.875Y0.125Co0.75Mn0.125Ni0.125,2.0681,2.05381,2.03951,1.93969,1.90277,1.86584
La0.875Y0.125Co0.75Mn0.125Ti0.125,2.03497,2.07746,2.11994,1.88562,1.91689,1.94816
La0.875Y0.125Cu0.125Mn0.5Mg0.375,2.23679,2.42878,2.62077,2.10002,2.28367,2.46731
La0.875Y0.125Cu0.125Mn0.5Ni0.375,2.2121,2.41488,2.61766,2.0824,2.27175,2.46109
La0.875Y0.125Cu0.125Mn0.625Mg0.25,2.36574,2.51183,2.65792,2.22652,2.36624,2.50597
La0.875Y0.125Cu0.125Mn0.625Ni0.25,2.33235,2.47379,2.61523,2.19831,2.3299,2.46148
La0.875Y0.125Cu0.125Mn0.75Mg0.125,2.39536,2.51844,2.64152,2.25573,2.37276,2.48979
La0.875Y0.125Cu0.125Mn0.75Ni0.125,2.36136,2.48408,2.60681,2.22666,2.3401,2.45355
La0.875Y0.125Cu0.125Mn0.75Ti0.125,2.32442,2.52353,2.72263,2.16423,2.36708,2.56992
La0.875Y0.125Cu0.25Mn0.375Mg0.375,1.96056,2.14976,2.33896,1.83512,2.00902,2.18291
La0.875Y0.125Cu0.25Mn0.5Mg0.25,2.16126,2.36475,2.56823,2.02324,2.21877,2.4143
La0.875Y0.125Cu0.25Mn0.5Ni0.25,2.12825,2.33157,2.53489,1.99464,2.18699,2.37934
La0.875Y0.125Cu0.25Mn0.625Mg0.125,2.26614,2.42508,2.58402,2.12673,2.27899,2.43124
La0.875Y0.125Cu0.25Mn0.625Ni0.125,2.23251,2.39558,2.55864,2.09726,2.25089,2.40453
La0.875Y0.125Cu0.25Mn0.625Ti0.125,2.21527,2.44398,2.67268,2.0554,2.28765,2.51991
La0.875Y0.125Cu0.375Mg0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Y0.125Cu0.375Mn0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Y0.125Cu0.375Ni0.25Ti0.375,2.47516,2.57945,2.68375,2.35077,2.43898,2.52719
La0.875Y0.125Cu0.5Mg0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Y0.125Cu0.5Mn0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Y0.125Cu0.5Ni0.125Ti0.375,2.453,2.57922,2.70544,2.32836,2.4381,2.54784
La0.875Y0.125Fe0.125Co0.125Mn0.75,2.41377,2.51193,2.61008,2.27117,2.36185,2.45252
La0.875Y0.125Fe0.125Co0.25Mn0.625,2.37614,2.4933,2.61045,2.23619,2.34436,2.45252
La0.875Y0.125Fe0.125Co0.375Mn0.5,2.20594,2.42626,2.64657,2.06975,2.27889,2.48802
La0.875Y0.125Fe0.125Co0.5Mn0.375,2.11579,2.18601,2.25624,1.99489,2.04272,2.09055
La0.875Y0.125Fe0.125Co0.625Mn0.25,1.99119,2.06034,2.1295,1.86916,1.91469,1.96022
La0.875Y0.125Fe0.125Co0.625Ti0.25,2.12958,2.33367,2.53777,1.96948,2.17023,2.37099
La0.875Y0.125Fe0.125Cu0.125Mn0.75,2.4092,2.47945,2.5497,2.26933,2.33092,2.39251
La0.875Y0.125Fe0.125Cu0.25Mn0.625,2.26217,2.38654,2.51091,2.12257,2.23766,2.35273
La0.875Y0.125Fe0.125Mn0.5Mg0.375,2.21239,2.43152,2.65064,2.07756,2.28511,2.49266
La0.875Y0.125Fe0.125Mn0.5Ni0.375,2.1752,2.39895,2.6227,2.0493,2.25457,2.45984
La0.875Y0.125Fe0.125Mn0.625Mg0.25,2.35467,2.50753,2.66038,2.21497,2.35893,2.50288
La0.875Y0.125Fe0.125Mn0.625Ni0.25,2.33003,2.45054,2.57105,2.19711,2.30365,2.41019
La0.875Y0.125Fe0.125Mn0.75Mg0.125,2.41857,2.5183,2.61803,2.27696,2.36912,2.46128
La0.875Y0.125Fe0.125Mn0.75Ni0.125,2.37127,2.46018,2.54908,2.23727,2.31317,2.38907
La0.875Y0.125Fe0.125Mn0.75Ti0.125,2.33739,2.53431,2.73123,2.17284,2.37359,2.57433
La0.875Y0.125Fe0.25Co0.125Mn0.625,2.26274,2.46145,2.66015,2.12722,2.31181,2.49639
La0.875Y0.125Fe0.25Co0.25Mn0.5,2.1183,2.38087,2.64345,1.98815,2.23388,2.47962
La0.875Y0.125Fe0.25Co0.5Mn0.25,1.9656,2.04477,2.12394,1.85064,1.90043,1.95022
La0.875Y0.125Fe0.25Co0.5Ti0.25,2.13312,2.34493,2.55673,1.97473,2.18206,2.38938
La0.875Y0.125Fe0.25Co0.625Mn0.125,1.94483,2.03508,2.12532,1.8312,1.88845,1.9457
